coupon,SmsCouponHistoryDetail.java,mall\\mall-portal\\src\\main\\java\\com\\macro\\mall\\portal\\domain\\SmsCouponHistoryDetail.java,"<association property=""coupon"" resultMap=""com.macro.mall.mapper.SmsCouponMapper.BaseResultMap"" columnPrefix=""c_"">",6,SmsCouponHistoryDao.xml,mall\mall-portal\src\main\resources\dao\SmsCouponHistoryDao.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,priviledge_free_freight = #{priviledgeFreeFreight*jdbcType=INTEGER}*,300,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,"<if test=""priviledgeFreeFreight != null"">",299,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,"<result column=""priviledge_free_freight"" jdbcType=""INTEGER"" property=""priviledgeFreeFreight"" />",11,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,#{freeFreightPoint*jdbcType=DECIMAL}* #{commentGrowthPoint*jdbcType=INTEGER}* #{priviledgeFreeFreight*jdbcType=INTEGER}*,122,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,"<if test=""priviledgeFreeFreight != null"">",148,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,#{priviledgeFreeFreight*jdbcType=INTEGER}*,187,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,priviledge_free_freight = #{priviledgeFreeFreight*jdbcType=INTEGER}*,330,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
priviledgeFreeFreight,UmsMemberLevel.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberLevel.java,"<if test=""record.priviledgeFreeFreight != null"">",236,UmsMemberLevelMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberLevelMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,#{memberPhone*jdbcType=VARCHAR}*,148,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,member_phone = #{memberPhone*jdbcType=VARCHAR}*,237,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,"<if test=""memberPhone != null"">",147,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,"<if test=""memberPhone != null"">",127,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,member_phone = #{record.memberPhone*jdbcType=VARCHAR}*,180,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,member_phone = #{memberPhone*jdbcType=VARCHAR}*,219,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,"<if test=""record.memberPhone != null"">",179,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,member_phone = #{record.memberPhone*jdbcType=VARCHAR}*,201,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,"<result column=""member_phone"" jdbcType=""VARCHAR"" property=""memberPhone"" />",8,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,"<if test=""memberPhone != null"">",218,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
memberPhone,SmsFlashPromotionLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionLog.java,values (#{memberId*jdbcType=INTEGER}* #{productId*jdbcType=BIGINT}* #{memberPhone*jdbcType=VARCHAR}*,111,SmsFlashPromotionLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionLogMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,"<if test=""createDate != null"">",223,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,create_date = #{createDate*jdbcType=TIMESTAMP}*,372,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,#{memberNickname*jdbcType=VARCHAR}* #{createDate*jdbcType=TIMESTAMP}* #{modifyDate*jdbcType=TIMESTAMP}*,130,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,create_date = #{record.createDate*jdbcType=TIMESTAMP}*,327,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,"<if test=""createDate != null"">",371,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,"<if test=""record.createDate != null"">",288,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,create_date = #{record.createDate*jdbcType=TIMESTAMP}*,289,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,#{createDate*jdbcType=TIMESTAMP}*,224,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,create_date = #{createDate*jdbcType=TIMESTAMP}*,407,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,"<if test=""createDate != null"">",170,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
createDate,OmsCartItem.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCartItem.java,"<result column=""create_date"" jdbcType=""TIMESTAMP"" property=""createDate"" />",16,OmsCartItemMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCartItemMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,consume_amount = #{consumeAmount*jdbcType=DECIMAL}*,323,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""consumeAmount != null"">",322,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""consumeAmount != null"">",188,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""record.consumeAmount != null"">",247,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<result column=""consume_amount"" jdbcType=""DECIMAL"" property=""consumeAmount"" />",7,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,consume_amount = #{record.consumeAmount*jdbcType=DECIMAL}*,248,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""consumeAmount != null"">",141,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{consumeAmount*jdbcType=DECIMAL}*,189,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,values (#{memberId*jdbcType=BIGINT}* #{consumeAmount*jdbcType=DECIMAL}* #{orderCount*jdbcType=INTEGER}*,125,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,consume_amount = #{record.consumeAmount*jdbcType=DECIMAL}*,298,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
consumeAmount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,consume_amount = #{consumeAmount*jdbcType=DECIMAL}*,370,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,"<if test=""userAgent != null"">",130,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,"<if test=""userAgent != null"">",211,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,#{address*jdbcType=VARCHAR}* #{userAgent*jdbcType=VARCHAR}),110,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,user_agent = #{record.userAgent*jdbcType=VARCHAR},191,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,"<if test=""record.userAgent != null"">",176,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,user_agent = #{record.userAgent*jdbcType=VARCHAR}*,177,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,#{userAgent*jdbcType=VARCHAR}*,148,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,user_agent = #{userAgent*jdbcType=VARCHAR}*,212,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,"<result column=""user_agent"" jdbcType=""VARCHAR"" property=""userAgent"" />",10,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,user_agent = #{userAgent*jdbcType=VARCHAR},223,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
userAgent,UmsAdminLoginLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsAdminLoginLog.java,"<if test=""userAgent != null"">",147,UmsAdminLoginLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsAdminLoginLogMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,finish_order_count = #{record.finishOrderCount*jdbcType=INTEGER}*,168,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,values (#{name*jdbcType=VARCHAR}* #{finishOrderCount*jdbcType=INTEGER}* #{finishOrderAmount*jdbcType=DECIMAL},107,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,"<if test=""finishOrderCount != null"">",180,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,finish_order_count = #{finishOrderCount*jdbcType=INTEGER}*,192,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,"<if test=""finishOrderCount != null"">",130,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,"<result column=""finish_order_count"" jdbcType=""INTEGER"" property=""finishOrderCount"" />",7,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,#{finishOrderCount*jdbcType=INTEGER}*,131,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,finish_order_count = #{record.finishOrderCount*jdbcType=INTEGER}*,154,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,finish_order_count = #{finishOrderCount*jdbcType=INTEGER}*,181,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,"<if test=""record.finishOrderCount != null"">",153,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
finishOrderCount,UmsMemberTag.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTag.java,"<if test=""finishOrderCount != null"">",119,UmsMemberTagMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTagMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,"<if test=""couponCode != null"">",166,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,"<if test=""couponCode != null"">",265,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,coupon_code = #{couponCode*jdbcType=VARCHAR}*,266,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,#{couponCode*jdbcType=VARCHAR}*,167,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,values (#{couponId*jdbcType=BIGINT}* #{memberId*jdbcType=BIGINT}* #{couponCode*jdbcType=VARCHAR}*,117,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,coupon_code = #{record.couponCode*jdbcType=VARCHAR}*,211,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,"<if test=""couponCode != null"">",134,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,coupon_code = #{couponCode*jdbcType=VARCHAR}*,296,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,"<result column=""coupon_code"" jdbcType=""VARCHAR"" property=""couponCode"" />",8,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,"<if test=""record.couponCode != null"">",210,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
couponCode,SmsCouponHistory.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCouponHistory.java,coupon_code = #{record.couponCode*jdbcType=VARCHAR}*,244,SmsCouponHistoryMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponHistoryMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{fansCount*jdbcType=INTEGER}*,210,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""record.fansCount != null"">",268,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""fansCount != null"">",162,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""fansCount != null"">",343,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,fans_count = #{fansCount*jdbcType=INTEGER}*,377,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,fans_count = #{record.fansCount*jdbcType=INTEGER}*,305,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,fans_count = #{record.fansCount*jdbcType=INTEGER}*,269,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""fansCount != null"">",209,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{loginCount*jdbcType=INTEGER}* #{attendCount*jdbcType=INTEGER}* #{fansCount*jdbcType=INTEGER}*,127,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
fansCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,fans_count = #{fansCount*jdbcType=INTEGER}*,344,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
